System, ManagementID, LastUpdate, Current OS, Status, Blueprint Failed IDs, Blueprint Failed Reason, Software Update Failures
MBP-XK205D6W92, da84cf22-d20f-4d3c-b929-d65ad4ca9f29, 2026-01-19T08:09:39.652, macOS 15.7.3, success, , , count:1 reason:Error Domain=SUMacControllerError Code=7114 "[SUMacControllerErrorClientRequestedCancel=7114] Client (softwareupdated) requested cancellation of current update: [SUMacControllerError:7509]" UserInfo={NSLocalizedDescription=The client-requested cancellation completed.; SUMacControllerErrorIndicationsMask=0; NSDebugDescription=[SUMacControllerErrorClientRequestedCancel=7114] Client (softwareupdated) requested cancellation of current update: [SUMacControllerError:7509]; NSUnderlyingError=0x8508d0240 {Error Domain=SUMacControllerError Code=7509 "[SUMacControllerErrorAccessLost=7509] New access control request (SUMacControllerClientRequest(clientID:softwareupdated|command:SUMacControllerCommandCancelCurrentUpdate|cookie:E88D5F41-5FE4-4AD4-A220-001A57673E83.<32>)) has taken away control from the current client (SUMacControllerClientRequest(clientID:softwareupdated|command:SUMacControllerCommandDownloadAndPrepareUpdate|cookie:E88D5F41-5FE4-4AD4-A220-001A57673E83.<28>))" UserInfo={NSDebugDescription=[SUMacControllerErrorAccessLost=7509] New access control request (SUMacControllerClientRequest(clientID:softwareupdated|command:SUMacControllerCommandCancelCurrentUpdate|cookie:E88D5F41-5FE4-4AD4-A220-001A57673E83.<32>)) has taken away control from the current client (SUMacControllerClientRequest(clientID:softwareupdated|command:SUMacControllerCommandDownloadAndPrepareUpdate|cookie:E88D5F41-5FE4-4AD4-A220-001A57673E83.<28>)); NSLocalizedDescription=The current software update operation was cancelled due to another process starting a new operation. Please try again later.}}} timestamp:2026-01-13T14:21:32+05:30
MBP-QDNVV969NQ, 814fb31b-382e-4aaa-b009-fab14d1b7fa3, 2026-01-12T13:21:07.108, macOS 15.7.2, success, , , count:0 reason:Error Domain=SUMacControllerError Code=7114 "[SUMacControllerErrorClientRequestedCancel=7114] Client (softwareupdated) requested cancellation of current update: [SUMacControllerError:7509]" UserInfo={NSLocalizedDescription=The client requested cancellation completed.; SUMacControllerErrorIndicationsMask=0; NSDebugDescription=[SUMacControllerErrorClientRequestedCancel=7114] Client (softwareupdated) requested cancellation of current update: [SUMacControllerError:7509]; NSUnderlyingError=0x766ddd350 {Error Domain=SUMacControllerError Code=7509 "[SUMacControllerErrorAccessLost=7509] New access control request (SUMacControllerClientRequest(clientID:softwareupdated|command:SUMacControllerCommandCancelCurrentUpdate|cookie:5F066D88-9920-4C0B-8CCF-D4874866F119.<15590>)) has taken away control from the current client (SUMacControllerClientRequest(clientID:softwareupdated|command:SUMacControllerCommandDownloadAndPrepareUpdate|cookie:5F066D88-9920-4C0B-8CCF-D4874866F119.<15580>))" UserInfo={NSDebugDescription=[SUMacControllerErrorAccessLost=7509] New access control request (SUMacControllerClientRequest(clientID:softwareupdated|command:SUMacControllerCommandCancelCurrentUpdate|cookie:5F066D88-9920-4C0B-8CCF-D4874866F119.<15590>)) has taken away control from the current client (SUMacControllerClientRequest(clientID:softwareupdated|command:SUMacControllerCommandDownloadAndPrepareUpdate|cookie:5F066D88-9920-4C0B-8CCF-D4874866F119.<15580>)); NSLocalizedDescription=The current software update operation was cancelled due to another process starting a new operation. Please try again later.}}} timestamp:2026-01-12T08:21:00-05:00
MBP-H4TJ10CVQ7H6, b3e8db50-aa32-4862-b065-105c94c38ed8, 2025-10-07T23:40:25.585, macOS 15.7.2, success, , , count:0 reason:Error Domain=SUMacControllerError Code=7507 "[SUMacControllerErrorAccessRequestDenied=7507] Access request was denied" UserInfo={NSDebugDescription=[SUMacControllerErrorAccessRequestDenied=7507] Access request was denied; NSLocalizedDescription=The software update request for this process was denied as another process is currently performing an operation. Please try again later.} timestamp:2025-09-30T12:31:18-04:00
MAC-PQQK9972WN, 0c0e38da-c36c-47e1-881f-d944d6d4a228, N/A, macOS 15.7.2, success, , , count:0
MBP-C02D50ESMD6P, d3b4c257-db96-484e-b8dc-2694a6df3fe2, 2025-10-06T14:01:59.829, macOS 15.7.2, success, , , count:0 reason:Error Domain=SUMacControllerError Code=7705 "[SUMacControllerErrorDownloadUpdateBrainFailed=7705] Failed to perform update brain download operation: [SUCoreError(MobileAsset):kSUCoreErrorAssetDownloadFailed(8700)_1_com.apple.MobileAssetError.Download(MobileAssetDownload):MADownloadTimedOutResource(53)|NetworkRequired|]" UserInfo={SUMacControllerErrorIndicationsSummary=|NetworkRequired|; SUMacControllerErrorLocalizedTitle=Unable to download software update; NSDebugDescription=[SUMacControllerErrorDownloadUpdateBrainFailed=7705] Failed to perform update brain download operation: [SUCoreError(MobileAsset):kSUCoreErrorAssetDownloadFailed(8700)_1_com.apple.MobileAssetError.Download(MobileAssetDownload):MADownloadTimedOutResource(53)|NetworkRequired|]; NSLocalizedDescription=macOS installer could not be downloaded. Make sure you’re connected to the internet and try again; or contact Apple support for assistance.; SUMacControllerErrorIndicationsMask=1; NSUnderlyingError=0x7fc460d6fb00 {Error Domain=SUCoreError Code=8700 "[kSUCoreErrorAssetDownloadFailed] failed to download asset" UserInfo={NSLocalizedDescription=[kSUCoreErrorAssetDownloadFailed] failed to download asset; NSUnderlyingError=0x7fc460d7e170 {Error Domain=com.apple.MobileAssetError.Download Code=53 "Download failed due to not being scheduled or the download of the whole resource was not able to complete in the time allowed. (Asset download for com.apple.MobileAsset.MobileSoftwareUpdate.MacUpdateBrain 74f653d0c901e1eb178003ebb7ca5286b8b0f1db)" UserInfo={NSLocalizedDescription=Download failed due to not being scheduled or the download of the whole resource was not able to complete in the time allowed. (Asset download for com.apple.MobileAsset.MobileSoftwareUpdate.MacUpdateBrain 74f653d0c901e1eb178003ebb7ca5286b8b0f1db); checkTimeoutConditions=true}}}}; SUMacControllerErrorIndicationsDescription=-> Network access is required.} timestamp:2025-10-06T03:38:14-07:00
MBP-CJ27Q07G6W, 11254b2f-f2e3-4e6c-81af-946d74dd4c89, 2026-01-21T12:35:23.374, macOS 15.7.2, fail, 51a8a629-def3-4f95-922d-051c5ba7f7c4, Error.MissingConfigurations, count:1 reason:Error Domain=SUMacControllerError Code=7701 "[SUMacControllerErrorDownloadNoDescriptorProvided=7701] No descriptor provided on event info object" UserInfo={SUMacControllerErrorLocalizedTitle=Unable to download software update; NSLocalizedDescription=Try again or contact Apple Support for assistance.; NSDebugDescription=[SUMacControllerErrorDownloadNoDescriptorProvided=7701] No descriptor provided on event info object} timestamp:2025-11-25T12:09:10+05:30
MBP-C47TWC26RH, eb2a4e03-86ea-4bd1-bb4b-fd028ca9266e, 2026-01-22T20:19:36.496, macOS 15.7.2, success, , , count:1 reason:Error Domain=SUMacControllerError Code=7507 "[SUMacControllerErrorAccessRequestDenied=7507] Access request was denied" UserInfo={NSDebugDescription=[SUMacControllerErrorAccessRequestDenied=7507] Access request was denied; NSLocalizedDescription=The software update request for this process was denied as another process is currently performing an operation. Please try again later.} timestamp:2025-11-25T12:59:35-05:00
MBP-H4460LQJVV, 41751602-e035-4372-83b7-29939185f743, 2025-10-29T04:35:04.805, macOS 15.7.3, success, , , count:0 reason:Error Domain=SUMacControllerError Code=7507 "[SUMacControllerErrorAccessRequestDenied=7507] Access request was denied" UserInfo={NSDebugDescription=[SUMacControllerErrorAccessRequestDenied=7507] Access request was denied; NSLocalizedDescription=The software update request for this process was denied as another process is currently performing an operation. Please try again later.} timestamp:2025-10-28T17:30:12+05:30
MBP-G0PQVCC4L0, 1c1707c6-27af-4d39-a483-b926c8b9e7b3, 2025-12-24T17:20:17.147, macOS 15.7.3, success, , , count:0 reason:Error Domain=SUMacControllerError Code=7507 "[SUMacControllerErrorAccessRequestDenied=7507] Context (softwareupdated) already has control; but priority downgrades are not allowed (current:ClientInitiated requesting:Background)" UserInfo={NSDebugDescription=[SUMacControllerErrorAccessRequestDenied=7507] Context (softwareupdated) already has control; but priority downgrades are not allowed (current:ClientInitiated requesting:Background); NSLocalizedDescription=The software update request for this process was denied as another process is currently performing an operation. Please try again later.} timestamp:2025-12-24T12:20:09-05:00
MBP-L4PP27YD35, c63f2fa4-0d00-421c-8c83-f29af7a94c09, 2026-01-22T11:00:01.78, macOS 15.7.2, success, , , count:3 reason:Error Domain=SUMacControllerError Code=7701 "[SUMacControllerErrorDownloadNoDescriptorProvided=7701] No descriptor provided on event info object" UserInfo={SUMacControllerErrorLocalizedTitle=Unable to download software update; NSLocalizedDescription=Try again or contact Apple Support for assistance.; NSDebugDescription=[SUMacControllerErrorDownloadNoDescriptorProvided=7701] No descriptor provided on event info object} timestamp:2025-11-25T13:04:33+05:30
MAC-C12P6F7FFK, 29296549-da0d-409c-aea2-295bafee929d, 2026-01-10T15:51:31.662, macOS 15.6, success, , , count:33 reason:Error Domain=NSURLErrorDomain Code=-1009 "The internet connection appears to be offline." UserInfo={_kCFStreamErrorCodeKey=50; _NSURLErrorFailingURLSessionTaskErrorKey=LocalDataTask <DDFBB849-A6FA-4209-965E-E57FDECD97B5>.<1>; NSUnderlyingError=0xa537560a0 {Error Domain=kCFErrorDomainCFNetwork Code=-1009 "(null)" UserInfo={CLEANED_FOR_XPC__NSURLErrorNWResolutionReportKey=<CLEANED_FOR_XPC>Resolved 0 endpoints in 19ms using unknown from cache; _kCFStreamErrorCodeKey=50; _kCFStreamErrorDomainKey=1; CLEANED_FOR_XPC__NSURLErrorNWPathKey=<CLEANED_FOR_XPC>unsatisfied (No network route)}}; _NSURLErrorRelatedURLSessionTaskErrorKey=(     "LocalDataTask <DDFBB849-A6FA-4209-965E-E57FDECD97B5>.<1>" ); NSLocalizedDescription=The internet connection appears to be offline.; _kCFStreamErrorDomainKey=1; NSErrorFailingURLKey=https://gianteagle.jamfcloud.com/mdm/CheckInURL?invitation=314459707575161270936011371399987695142; NSErrorFailingURLStringKey=https://gianteagle.jamfcloud.com/mdm/CheckInURL?invitation=314459707575161270936011371399987695142} timestamp:2026-01-10T21:21:19+05:30
MBP-WL6NK9WW2N, 45519162-eab8-47b5-9267-852f51644286, 2025-10-10T05:21:02.881, macOS 15.7.2, success, , , count:0 reason:Error Domain=SUMacControllerError Code=7705 "[SUMacControllerErrorDownloadUpdateBrainFailed=7705] Failed to perform update brain download operation: [SUCoreError(MobileAsset):kSUCoreErrorAssetDownloadFailed(8700)_1_com.apple.MobileAssetError.Download(MobileAssetDownload):MADownloadTimedOutResource(53)|NetworkRequired|]" UserInfo={SUMacControllerErrorIndicationsSummary=|NetworkRequired|; SUMacControllerErrorLocalizedTitle=Unable to download software update; NSDebugDescription=[SUMacControllerErrorDownloadUpdateBrainFailed=7705] Failed to perform update brain download operation: [SUCoreError(MobileAsset):kSUCoreErrorAssetDownloadFailed(8700)_1_com.apple.MobileAssetError.Download(MobileAssetDownload):MADownloadTimedOutResource(53)|NetworkRequired|]; NSLocalizedDescription=macOS installer could not be downloaded. Make sure you’re connected to the internet and try again; or contact Apple Support for assistance.; SUMacControllerErrorIndicationsMask=1; NSUnderlyingError=0x6c48c9a70 {Error Domain=SUCoreError Code=8700 "[kSUCoreErrorAssetDownloadFailed] failed to download asset" UserInfo={NSLocalizedDescription=[kSUCoreErrorAssetDownloadFailed] failed to download asset; NSUnderlyingError=0x6c48c8d50 {Error Domain=com.apple.MobileAssetError.Download Code=53 "Download failed due to not being scheduled or the download of the whole resource was not able to complete in the time allowed. (Asset download for com.apple.MobileAsset.MobileSoftwareUpdate.MacUpdateBrain cd4286189eb0032a695cfb20c42b2bea69cb3027)" UserInfo={NSLocalizedDescription=Download failed due to not being scheduled or the download of the whole resource was not able to complete in the time allowed. (Asset download for com.apple.MobileAsset.MobileSoftwareUpdate.MacUpdateBrain cd4286189eb0032a695cfb20c42b2bea69cb3027); checkTimeoutConditions=true}}}}; SUMacControllerErrorIndicationsDescription=-> Network access is required.} timestamp:2025-10-06T06:45:54+05:30
MAC-D4J2DF7J6M, e6fedd6c-e403-4248-a71d-f4842d0822ec, N/A, macOS 26.1, success, , , count:0
MBP-VF6MQFJ00K, 5a59d004-9d4e-4f4f-b208-c6cae95edf81, 2025-11-17T10:31:55.26, macOS 15.7.2, success, , , count:0 reason:Error Domain=SUMacControllerError Code=7749 "[SUMacControllerErrorCommitStashInvalidState=7749] Access control was denied; but no prepare is available for committing the stash (prepared update for another client): [SUMacControllerError:7507]" UserInfo={NSLocalizedDescription=Unable to save user credentials for software update at this time.; SUMacControllerErrorIndicationsMask=0; NSDebugDescription=[SUMacControllerErrorCommitStashInvalidState=7749] Access control was denied; but no prepare is available for committing the stash (prepared update for another client): [SUMacControllerError:7507]; NSUnderlyingError=0x844dc2f70 {Error Domain=SUMacControllerError Code=7507 "[SUMacControllerErrorAccessRequestDenied=7507] Context (softwareupdated) already has control; but priority downgrades are not allowed (current:ClientInitiated requesting:Background)" UserInfo={NSDebugDescription=[SUMacControllerErrorAccessRequestDenied=7507] Context (softwareupdated) already has control; but priority downgrades are not allowed (current:ClientInitiated requesting:Background); NSLocalizedDescription=The software update request for this process was denied as another process is currently performing an operation. Please try again later.}}} timestamp:2025-11-17T16:01:46+05:30
MBP-D7N6C2YR3C, 6e479f10-bcd2-4ea1-bfcf-4747bc22d814, 2026-01-23T11:52:42.984, macOS 15.7.3, success, , , count:13 reason:Error Domain=SUMacControllerError Code=7507 "[SUMacControllerErrorAccessRequestDenied=7507] Access request was denied" UserInfo={NSDebugDescription=[SUMacControllerErrorAccessRequestDenied=7507] Access request was denied; NSLocalizedDescription=The software update request for this process was denied as another process is currently performing an operation. Please try again later.} timestamp:2026-01-23T12:29:48+05:30
MBP-XVG9CMJ6P6, 90784edd-cc09-440b-9916-5567fd84d4f5, 2025-11-25T14:52:59.419, macOS 15.7.2, success, , , count:0 reason:Error Domain=SUMacControllerError Code=7701 "[SUMacControllerErrorDownloadNoDescriptorProvided=7701] No descriptor provided on event info object" UserInfo={SUMacControllerErrorLocalizedTitle=Unable to download software update; NSLocalizedDescription=Try again or contact Apple Support for assistance.; NSDebugDescription=[SUMacControllerErrorDownloadNoDescriptorProvided=7701] No descriptor provided on event info object} timestamp:2025-11-25T20:22:51+05:30
MBP-R6NX4PYGHL, 815a7ae9-df2d-4084-a745-0749a01dd233, 2026-01-23T11:33:59.191, macOS 15.7.2, success, , , count:2 reason:Error Domain=SUMacControllerError Code=7701 "[SUMacControllerErrorDownloadNoDescriptorProvided=7701] No descriptor provided on event info object" UserInfo={SUMacControllerErrorLocalizedTitle=Unable to download software update; NSLocalizedDescription=Try again or contact Apple Support for assistance.; NSDebugDescription=[SUMacControllerErrorDownloadNoDescriptorProvided=7701] No descriptor provided on event info object} timestamp:2025-11-25T13:12:57+05:30
MBP-C94Y5V2HC5, 9964dd0d-3f79-49db-a7f6-a5a6ce370a29, 2025-11-07T07:28:54.944, macOS 15.7.3, success, , , count:0 reason:Error Domain=SUMacControllerError Code=7507 "[SUMacControllerErrorAccessRequestDenied=7507] Access request was denied" UserInfo={NSDebugDescription=[SUMacControllerErrorAccessRequestDenied=7507] Access request was denied; NSLocalizedDescription=The software update request for this process was denied as another process is currently performing an operation. Please try again later.} timestamp:2025-10-29T20:59:12-04:00
MBP-DW7H67H123, a72998f7-0d77-4629-8be5-4c8cd382df1e, N/A, , success, , , 
MBP-DFCX3QQJPM, 771de83d-654b-4fd7-bc98-c02291b37a8a, 2025-11-10T05:55:34.482, macOS 15.7.2, success, , , count:0 reason:Error Domain=SUMacControllerError Code=7705 "[SUMacControllerErrorDownloadUpdateBrainFailed=7705] Failed to perform update brain download operation: [SUCoreError(MobileAsset):kSUCoreErrorAssetDownloadFailed(8700)_1_com.apple.MobileAssetError.Download(MobileAssetDownload):MADownloadTimedOutResource(53)|NetworkRequired|]" UserInfo={SUMacControllerErrorIndicationsSummary=|NetworkRequired|; SUMacControllerErrorLocalizedTitle=Unable to download software update; NSDebugDescription=[SUMacControllerErrorDownloadUpdateBrainFailed=7705] Failed to perform update brain download operation: [SUCoreError(MobileAsset):kSUCoreErrorAssetDownloadFailed(8700)_1_com.apple.MobileAssetError.Download(MobileAssetDownload):MADownloadTimedOutResource(53)|NetworkRequired|]; NSLocalizedDescription=macOS installer could not be downloaded. Make sure you’re connected to the internet and try again; or contact Apple Support for assistance.; SUMacControllerErrorIndicationsMask=1; NSUnderlyingError=0x99cecb480 {Error Domain=SUCoreError Code=8700 "[kSUCoreErrorAssetDownloadFailed] failed to download asset" UserInfo={NSLocalizedDescription=[kSUCoreErrorAssetDownloadFailed] failed to download asset; NSUnderlyingError=0x99cec8f00 {Error Domain=com.apple.MobileAssetError.Download Code=53 "Download failed due to not being scheduled or the download of the whole resource was not able to complete in the time allowed. (Asset download for com.apple.MobileAsset.MobileSoftwareUpdate.MacUpdateBrain fe7f15ef21c640cdc363834a354f934fe37b1a14)" UserInfo={NSLocalizedDescription=Download failed due to not being scheduled or the download of the whole resource was not able to complete in the time allowed. (Asset download for com.apple.MobileAsset.MobileSoftwareUpdate.MacUpdateBrain fe7f15ef21c640cdc363834a354f934fe37b1a14); checkTimeoutConditions=true}}}}; SUMacControllerErrorIndicationsDescription=-> Network access is required.} timestamp:2025-10-27T09:18:07+05:30
MBP-PJ1QQQ6NRW, 12d981f6-9c3d-4788-9adb-8c0bd2611955, 2025-10-29T18:16:47.525, macOS 15.7.2, success, , , count:0 reason:Error Domain=SUMacControllerError Code=7705 "[SUMacControllerErrorDownloadUpdateBrainFailed=7705] Failed to perform update brain download operation: [SUCoreError(MobileAsset):kSUCoreErrorAssetDownloadFailed(8700)_1_com.apple.MobileAssetError.Download(MobileAssetDownload):MADownloadTimedOutResource(53)|NetworkRequired|]" UserInfo={SUMacControllerErrorIndicationsSummary=|NetworkRequired|; SUMacControllerErrorLocalizedTitle=Unable to download software update; NSDebugDescription=[SUMacControllerErrorDownloadUpdateBrainFailed=7705] Failed to perform update brain download operation: [SUCoreError(MobileAsset):kSUCoreErrorAssetDownloadFailed(8700)_1_com.apple.MobileAssetError.Download(MobileAssetDownload):MADownloadTimedOutResource(53)|NetworkRequired|]; NSLocalizedDescription=macOS installer could not be downloaded. Make sure you’re connected to the internet and try again; or contact Apple support for assistance.; SUMacControllerErrorIndicationsMask=1; NSUnderlyingError=0xb9c8d7240 {Error Domain=SUCoreError Code=8700 "[kSUCoreErrorAssetDownloadFailed] failed to download asset" UserInfo={NSLocalizedDescription=[kSUCoreErrorAssetDownloadFailed] failed to download asset; NSUnderlyingError=0xb9c8d7660 {Error Domain=com.apple.MobileAssetError.Download Code=53 "Download failed due to not being scheduled or the download of the whole resource was not able to complete in the time allowed. (Asset download for com.apple.MobileAsset.MobileSoftwareUpdate.MacUpdateBrain 74f653d0c901e1eb178003ebb7ca5286b8b0f1db)" UserInfo={NSLocalizedDescription=Download failed due to not being scheduled or the download of the whole resource was not able to complete in the time allowed. (Asset download for com.apple.MobileAsset.MobileSoftwareUpdate.MacUpdateBrain 74f653d0c901e1eb178003ebb7ca5286b8b0f1db); checkTimeoutConditions=true}}}}; SUMacControllerErrorIndicationsDescription=-> Network access is required.} timestamp:2025-10-28T04:29:08-04:00
MBP-QHXF4KWCKG, 7db35825-c8ba-479e-b2ad-90b6f7c56e28, 2026-01-23T11:16:27.884, macOS 15.7.3, success, , , count:1 reason:Error Domain=SUMacControllerError Code=7507 "[SUMacControllerErrorAccessRequestDenied=7507] Access request was denied" UserInfo={NSDebugDescription=[SUMacControllerErrorAccessRequestDenied=7507] Access request was denied; NSLocalizedDescription=The software update request for this process was denied as another process is currently performing an operation. Please try again later.} timestamp:2026-01-05T19:45:43+05:30
MBP-WQHXCWH4PM, 77a8091e-5a78-4148-931c-39b3eb802ea6, 2025-05-27T12:01:31.019, macOS 15.7.2, success, , , count:0 reason:Error Domain=SUMacControllerError Code=7507 "[SUMacControllerErrorAccessRequestDenied=7507] Context (softwareupdated) already has control; but priority downgrades are not allowed (current:ClientInitiated requesting:Background)" UserInfo={NSDebugDescription=[SUMacControllerErrorAccessRequestDenied=7507] Context (softwareupdated) already has control; but priority downgrades are not allowed (current:ClientInitiated requesting:Background); NSLocalizedDescription=The software update request for this process was denied as another process is currently performing an operation. Please try again later.} timestamp:2025-05-27T08:00:51-04:00
MBP-C570M6PFG2, 332eafd8-a96e-4bc6-93d8-06773ec0d3e3, 2026-01-18T20:11:32.393, macOS 15.7.2, success, , , count:1 reason:Error Domain=SUMacControllerError Code=7701 "[SUMacControllerErrorDownloadNoDescriptorProvided=7701] No descriptor provided on event info object" UserInfo={SUMacControllerErrorLocalizedTitle=Unable to download software update; NSLocalizedDescription=Try again or contact Apple Support for assistance.; NSDebugDescription=[SUMacControllerErrorDownloadNoDescriptorProvided=7701] No descriptor provided on event info object} timestamp:2025-11-25T12:08:13+05:30
MBP-L5WJ29104R, 8c5b97be-9905-4104-a5d8-0f965947270d, 2026-01-23T16:05:37.464, macOS 15.6, success, , , count:88 reason:Error Domain=SUMacControllerError Code=7507 "[SUMacControllerErrorAccessRequestDenied=7507] Context (softwareupdated) already has control; but priority downgrades are not allowed (current:ClientInitiated requesting:Background)" UserInfo={NSDebugDescription=[SUMacControllerErrorAccessRequestDenied=7507] Context (softwareupdated) already has control; but priority downgrades are not allowed (current:ClientInitiated requesting:Background); NSLocalizedDescription=The software update request for this process was denied as another process is currently performing an operation. Please try again later.} timestamp:2026-01-23T11:05:31-05:00
MAC-KMWNNX97JQ, 397007b5-9d6a-4c35-a637-a09cc0a262a5, 2025-11-18T14:02:35.714, macOS 15.7.2, success, , , count:0 reason:Error Domain=SUMacControllerError Code=7749 "[SUMacControllerErrorCommitStashInvalidState=7749] Access control was denied; but no prepare is available for committing the stash (prepared update for another client): [SUMacControllerError:7507]" UserInfo={NSLocalizedDescription=Unable to save user credentials for software update at this time.; SUMacControllerErrorIndicationsMask=0; NSDebugDescription=[SUMacControllerErrorCommitStashInvalidState=7749] Access control was denied; but no prepare is available for committing the stash (prepared update for another client): [SUMacControllerError:7507]; NSUnderlyingError=0x5b39bf300 {Error Domain=SUMacControllerError Code=7507 "[SUMacControllerErrorAccessRequestDenied=7507] Context (softwareupdated) already has control; but priority downgrades are not allowed (current:ClientInitiated requesting:Background)" UserInfo={NSDebugDescription=[SUMacControllerErrorAccessRequestDenied=7507] Context (softwareupdated) already has control; but priority downgrades are not allowed (current:ClientInitiated requesting:Background); NSLocalizedDescription=The software update request for this process was denied as another process is currently performing an operation. Please try again later.}}} timestamp:2025-11-18T08:30:00-05:00
MAC-HNGPV7JJHJ, cd08ddfc-e2f1-4fdb-b269-35edf4c52fb0, 2025-12-05T13:33:16.06, macOS 15.7.2, success, , , count:0 reason:Error Domain=SUOSUErrorDomain Code=0 "(null)" timestamp:2025-11-11T08:44:47-05:00
MBP-FLW93HHF7R, 9f5b1f8e-4ca5-4069-a245-991309895326, 2026-01-13T22:36:31.081, macOS 26.2, success, , , count:0 reason:Error Domain=SUOSUErrorDomain Code=0 "(null)" timestamp:2026-01-13T17:36:23-05:00
MAC-XFJ4HW3JW7, 0eb28617-b701-4f17-970e-21e3bc7aa4a3, 2026-01-16T06:38:54.179, macOS 15.7.2, success, , , count:1 reason:Error Domain=SUMacControllerError Code=7701 "[SUMacControllerErrorDownloadNoDescriptorProvided=7701] No descriptor provided on event info object" UserInfo={SUMacControllerErrorLocalizedTitle=Unable to download software update; NSLocalizedDescription=Try again or contact Apple Support for assistance.; NSDebugDescription=[SUMacControllerErrorDownloadNoDescriptorProvided=7701] No descriptor provided on event info object} timestamp:2025-11-25T12:09:09+05:30
MBP-C9XV63Y3KM, 0e46c3fd-cef0-45ac-9fcf-f4a9dfd840d8, 2025-11-07T06:11:00.552, macOS 15.7.2, success, , , count:0 reason:Error Domain=SUMacControllerError Code=7507 "[SUMacControllerErrorAccessRequestDenied=7507] Access request was denied" UserInfo={NSDebugDescription=[SUMacControllerErrorAccessRequestDenied=7507] Access request was denied; NSLocalizedDescription=The software update request for this process was denied as another process is currently performing an operation. Please try again later.} timestamp:2025-11-06T11:23:48+05:30
MAC-HYR9P6JN4Y, 9588ae06-3df6-4535-b234-65d13b305fa1, 2026-01-21T14:42:13.82, macOS 15.7.2, success, , , count:4 reason:Error Domain=NSCocoaErrorDomain Code=4099 "The connection to service named com.apple.sumaccontroller was invalidated from this process." UserInfo={NSDebugDescription=The connection to service named com.apple.sumaccontroller was invalidated from this process.} timestamp:2025-11-25T12:23:10+05:30
MBP-KH4TJF04VX, 6050c8c9-ec03-46b5-ab90-dfeb69caf732, 2025-10-07T12:23:11.73, macOS 15.7.2, success, , , count:0 reason:Error Domain=SUMacControllerError Code=7705 "[SUMacControllerErrorDownloadUpdateBrainFailed=7705] Failed to perform update brain download operation: [SUCoreError(MobileAsset):kSUCoreErrorAssetDownloadFailed(8700)_1_com.apple.MobileAssetError.Download(MobileAssetDownload):MADownloadTimedOutResource(53)|NetworkRequired|]" UserInfo={SUMacControllerErrorIndicationsSummary=|NetworkRequired|; SUMacControllerErrorLocalizedTitle=Unable to download software update; NSDebugDescription=[SUMacControllerErrorDownloadUpdateBrainFailed=7705] Failed to perform update brain download operation: [SUCoreError(MobileAsset):kSUCoreErrorAssetDownloadFailed(8700)_1_com.apple.MobileAssetError.Download(MobileAssetDownload):MADownloadTimedOutResource(53)|NetworkRequired|]; NSLocalizedDescription=macOS installer could not be downloaded. Make sure you’re connected to the internet and try again; or contact Apple support for assistance.; SUMacControllerErrorIndicationsMask=1; NSUnderlyingError=0xa8aee94d0 {Error Domain=SUCoreError Code=8700 "[kSUCoreErrorAssetDownloadFailed] failed to download asset" UserInfo={NSLocalizedDescription=[kSUCoreErrorAssetDownloadFailed] failed to download asset; NSUnderlyingError=0xa8aee8990 {Error Domain=com.apple.MobileAssetError.Download Code=53 "Download failed due to not being scheduled or the download of the whole resource was not able to complete in the time allowed. (Asset download for com.apple.MobileAsset.MobileSoftwareUpdate.MacUpdateBrain cd4286189eb0032a695cfb20c42b2bea69cb3027)" UserInfo={NSLocalizedDescription=Download failed due to not being scheduled or the download of the whole resource was not able to complete in the time allowed. (Asset download for com.apple.MobileAsset.MobileSoftwareUpdate.MacUpdateBrain cd4286189eb0032a695cfb20c42b2bea69cb3027); checkTimeoutConditions=true}}}}; SUMacControllerErrorIndicationsDescription=-> Network access is required.} timestamp:2025-10-06T00:10:18-04:00
MAC-G91TV4VX07, 2296577d-a02c-4655-9b19-5b27e1cd51a6, 2026-01-20T14:51:20.167, macOS 26.2, success, , , count:1 reason:Error Domain=NSCocoaErrorDomain Code=4099 "The connection to service named com.apple.sumaccontroller was invalidated from this process." UserInfo={NSDebugDescription=The connection to service named com.apple.sumaccontroller was invalidated from this process.} timestamp:2026-01-16T14:53:19-05:00
MBP-TQ6YQCC619, 763a5e91-ec9b-4b9a-abe7-93610a0c425c, 2025-11-11T04:24:05.658, macOS 15.7.3, success, , , count:0 reason:Error Domain=NSCocoaErrorDomain Code=4099 "The connection to service named com.apple.sumaccontroller was invalidated from this process." UserInfo={NSDebugDescription=The connection to service named com.apple.sumaccontroller was invalidated from this process.} timestamp:2025-11-10T23:23:56-05:00
MBP-TCJ96RXFGF, 6c003fff-d295-4eb6-b858-b5ba174f8b22, N/A, macOS 14.8.2, fail, 368d14b3-6059-4ec2-8cc5-be8bdd44b20c, Error.MissingConfigurations, count:0
MBP-C02DP0DRMD6P, ceeaea84-4b55-4440-87e4-ca199f064e58, 2025-11-10T12:28:31.622, macOS 15.7.2, success, , , count:0 reason:Error Domain=SUMacControllerError Code=7507 "[SUMacControllerErrorAccessRequestDenied=7507] Access request was denied" UserInfo={NSDebugDescription=[SUMacControllerErrorAccessRequestDenied=7507] Access request was denied; NSLocalizedDescription=The software update request for this process was denied as another process is currently performing an operation. Please try again later.} timestamp:2025-10-31T07:48:55-04:00
