System, ManagementID, LastUpdate, Current OS, Status, Blueprint Failed IDs, Blueprint Failed Reason, Software Update Failures
MBP-NQXM2X6CNP, ddb71484-97a9-415b-b882-0864ddd1d3e3, 2025-11-24T18:36:47.278, macOS 15.7.2, success, , , count:0 reason:Error Domain=SUMacControllerError Code=7703 "[SUMacControllerErrorDownloadDescriptorReloadFailed=7703] Failed to reload the software update descriptor assets: [SUCoreError(MobileAsset):kSUCoreErrorAssetReloadNotFound(8705)]" UserInfo={NSUnderlyingError=0x95cad5140 {Error Domain=SUCoreError Code=8705 "[kSUCoreErrorAssetReloadNotFound] Failed to reload software update asset for descriptor as asset was not found (no MobileAsset error)" UserInfo={NSLocalizedDescription=[kSUCoreErrorAssetReloadNotFound] Failed to reload software update asset for descriptor as asset was not found (no MobileAsset error)}}; SUMacControllerErrorIndicationsMask=0; SUMacControllerErrorLocalizedTitle=Unable to download software update; NSDebugDescription=[SUMacControllerErrorDownloadDescriptorReloadFailed=7703] Failed to reload the software update descriptor assets: [SUCoreError(MobileAsset):kSUCoreErrorAssetReloadNotFound(8705)]; NSLocalizedDescription=The available software updates have changed. Try again or contact Apple support for assistance.} timestamp:2025-11-11T22:31:32-06:00
MBP-H4TJ10CFQ7H6, 0be2626a-2a67-4bdb-9255-8984f2db33da, 2025-11-03T20:57:13.869, macOS 15.7.3, success, , , count:0 reason:Error Domain=SUMacControllerError Code=7507 "[SUMacControllerErrorAccessRequestDenied=7507] Access request was denied" UserInfo={NSDebugDescription=[SUMacControllerErrorAccessRequestDenied=7507] Access request was denied; NSLocalizedDescription=The software update request for this process was denied as another process is currently performing an operation. Please try again later.} timestamp:2025-11-01T04:36:11-04:00
MBP-GXMXPJL6GY, eb612740-6d37-495f-940f-f7fec0560037, 2025-05-23T16:56:39.777, macOS 15.7.2, success, , , count:0 reason:Error Domain=SUMacControllerError Code=7749 "[SUMacControllerErrorCommitStashInvalidState=7749] Access control was denied; but no prepare is available for committing the stash (prepared update for another client): [SUMacControllerError:7507]" UserInfo={NSLocalizedDescription=Unable to save user credentials for software update at this time.; SUMacControllerErrorIndicationsMask=0; NSDebugDescription=[SUMacControllerErrorCommitStashInvalidState=7749] Access control was denied; but no prepare is available for committing the stash (prepared update for another client): [SUMacControllerError:7507]; NSUnderlyingError=0x53573cc90 {Error Domain=SUMacControllerError Code=7507 "[SUMacControllerErrorAccessRequestDenied=7507] Context (softwareupdated) already has control; but priority downgrades are not allowed (current:ClientInitiated requesting:Background)" UserInfo={NSDebugDescription=[SUMacControllerErrorAccessRequestDenied=7507] Context (softwareupdated) already has control; but priority downgrades are not allowed (current:ClientInitiated requesting:Background); NSLocalizedDescription=The software update request for this process was denied as another process is currently performing an operation. Please try again later.}}} timestamp:2025-05-23T09:34:34-07:00
MAC-H4TJ1073Q7H6, cb92ad05-2bc5-4438-b92a-95819fb26f4d, 2025-11-25T02:42:36.802, macOS 15.7.2, success, , , count:0 reason:Error Domain=SUMacControllerError Code=7749 "[SUMacControllerErrorCommitStashInvalidState=7749] Access control was denied; but no prepare is available for committing the stash (prepared update for another client): [SUMacControllerError:7507]" UserInfo={NSLocalizedDescription=Unable to save user credentials for software update at this time.; SUMacControllerErrorIndicationsMask=0; NSDebugDescription=[SUMacControllerErrorCommitStashInvalidState=7749] Access control was denied; but no prepare is available for committing the stash (prepared update for another client): [SUMacControllerError:7507]; NSUnderlyingError=0xa1f08d500 {Error Domain=SUMacControllerError Code=7507 "[SUMacControllerErrorAccessRequestDenied=7507] Context (softwareupdated) already has control; but priority downgrades are not allowed (current:ClientInitiated requesting:Background)" UserInfo={NSDebugDescription=[SUMacControllerErrorAccessRequestDenied=7507] Context (softwareupdated) already has control; but priority downgrades are not allowed (current:ClientInitiated requesting:Background); NSLocalizedDescription=The software update request for this process was denied as another process is currently performing an operation. Please try again later.}}} timestamp:2025-11-23T11:04:31-05:00
MBP-H4TJ90RNQ6X2, 550b26c6-5619-4558-8bf1-7ba19c54bc93, 2026-01-23T01:02:42.728, macOS 15.7.2, success, , , count:1 reason:Error Domain=SUMacControllerError Code=7701 "[SUMacControllerErrorDownloadNoDescriptorProvided=7701] No descriptor provided on event info object" UserInfo={SUMacControllerErrorLocalizedTitle=Unable to download software update; NSLocalizedDescription=Try again or contact Apple support for assistance.; NSDebugDescription=[SUMacControllerErrorDownloadNoDescriptorProvided=7701] No descriptor provided on event info object} timestamp:2025-11-25T12:06:52-05:00
MBP-Y3FV9XFV6D, f3151876-a6fc-489b-8738-51f1e9d2fdb0, 2025-11-19T02:27:32.659, macOS 15.7.2, success, , , count:0 reason:Error Domain=SUMacControllerError Code=7313 "[SUMacControllerErrorScanNoRosettaUpdateFound=7313] OAHSoftwareUpdateController returned no Rosetta updates found: [OAHSUErrorDomain:300_1_MSUProductManagerErrorDomain:50_2_MSUDataDownloaderErrorDomain:1_3_NSURLErrorDomain:-1200_4_kCFErrorDomainCFNetwork:-1200]" UserInfo={NSLocalizedDescription=Failed to locate required Rosetta update. Please try again later.; SUMacControllerErrorIndicationsMask=0; NSDebugDescription=[SUMacControllerErrorScanNoRosettaUpdateFound=7313] OAHSoftwareUpdateController returned no Rosetta updates found: [OAHSUErrorDomain:300_1_MSUProductManagerErrorDomain:50_2_MSUDataDownloaderErrorDomain:1_3_NSURLErrorDomain:-1200_4_kCFErrorDomainCFNetwork:-1200]; NSUnderlyingError=0x59c6c4b70 {Error Domain=OAHSUErrorDomain Code=300 "[300] Unable to check for updates" UserInfo={NSLocalizedDescription=[300] Unable to check for updates; NSUnderlyingError=0x59c6c6a60 {Error Domain=MSUProductManagerErrorDomain Code=50 "[50] The operation couldn’t be completed. (MSUProductManagerErrorDomain error 50.)" UserInfo={NSLocalizedDescription=[50] The operation couldn’t be completed. (MSUProductManagerErrorDomain error 50.); NSUnderlyingError=0x59c6c74b0 {Error Domain=MSUDataDownloaderErrorDomain Code=1 "[1] The operation couldn’t be completed. (MSUDataDownloaderErrorDomain error 1.)" UserInfo=0x59c1db100 (not displayed)}}}}}} timestamp:2025-11-10T09:05:12-06:00
MBP-T540JR7M7F, c9968055-141c-4b6c-a5b0-d0d0fbd19ef1, 2026-01-23T15:23:24.726, macOS 15.7.2, success, , , count:1 reason:Error Domain=SUMacControllerError Code=7706 "[SUMacControllerErrorDownloadSFRFailed=7706] Failed to perform SFR update download operation: [SUCoreError(MobileAsset):kSUCoreErrorAssetDownloadFailed(8700)_1_com.apple.MobileAssetError.Download(MobileAssetDownload):MADownloadTimedOutResource(53)|NetworkRequired|]" UserInfo={SUMacControllerErrorIndicationsSummary=|NetworkRequired|; SUMacControllerErrorLocalizedTitle=Unable to download software update; NSDebugDescription=[SUMacControllerErrorDownloadSFRFailed=7706] Failed to perform SFR update download operation: [SUCoreError(MobileAsset):kSUCoreErrorAssetDownloadFailed(8700)_1_com.apple.MobileAssetError.Download(MobileAssetDownload):MADownloadTimedOutResource(53)|NetworkRequired|]; NSLocalizedDescription=macOS system content could not be downloaded. Make sure you’re connected to the internet and try again; or contact Apple support for assistance.; SUMacControllerErrorIndicationsMask=1; NSUnderlyingError=0x72e62f000 {Error Domain=SUCoreError Code=8700 "[kSUCoreErrorAssetDownloadFailed] failed to download asset" UserInfo={NSLocalizedDescription=[kSUCoreErrorAssetDownloadFailed] failed to download asset; NSUnderlyingError=0x72e62c7e0 {Error Domain=com.apple.MobileAssetError.Download Code=53 "Download failed due to not being scheduled or the download of the whole resource was not able to complete in the time allowed. (Asset download for com.apple.MobileAsset.SFRSoftwareUpdate ace53fabc66caffc4c774e16d44b9e8f8cc04d3c)" UserInfo={NSLocalizedDescription=Download failed due to not being scheduled or the download of the whole resource was not able to complete in the time allowed. (Asset download for com.apple.MobileAsset.SFRSoftwareUpdate ace53fabc66caffc4c774e16d44b9e8f8cc04d3c); checkTimeoutConditions=true}}}}; SUMacControllerErrorIndicationsDescription=-> Network access is required.} timestamp:2026-01-23T10:23:09-05:00
MBP-D4QT00L4DN, 883ebb04-b3c3-4965-8561-cbfcc2f0dcd9, 2025-10-06T13:21:50.079, macOS 15.7.3, success, , , count:0 reason:Error Domain=SUMacControllerError Code=7705 "[SUMacControllerErrorDownloadUpdateBrainFailed=7705] Failed to perform update brain download operation: [SUCoreError(MobileAsset):kSUCoreErrorAssetDownloadFailed(8700)_1_com.apple.MobileAssetError.Download(MobileAssetDownload):MADownloadTimedOutResource(53)|NetworkRequired|]" UserInfo={SUMacControllerErrorIndicationsSummary=|NetworkRequired|; SUMacControllerErrorLocalizedTitle=Unable to download software update; NSDebugDescription=[SUMacControllerErrorDownloadUpdateBrainFailed=7705] Failed to perform update brain download operation: [SUCoreError(MobileAsset):kSUCoreErrorAssetDownloadFailed(8700)_1_com.apple.MobileAssetError.Download(MobileAssetDownload):MADownloadTimedOutResource(53)|NetworkRequired|]; NSLocalizedDescription=macOS installer could not be downloaded. Make sure you’re connected to the internet and try again; or contact Apple support for assistance.; SUMacControllerErrorIndicationsMask=1; NSUnderlyingError=0x6d49d1980 {Error Domain=SUCoreError Code=8700 "[kSUCoreErrorAssetDownloadFailed] failed to download asset" UserInfo={NSLocalizedDescription=[kSUCoreErrorAssetDownloadFailed] failed to download asset; NSUnderlyingError=0x6d49d30f0 {Error Domain=com.apple.MobileAssetError.Download Code=53 "Download failed due to not being scheduled or the download of the whole resource was not able to complete in the time allowed. (Asset download for com.apple.MobileAsset.MobileSoftwareUpdate.MacUpdateBrain 74f653d0c901e1eb178003ebb7ca5286b8b0f1db)" UserInfo={NSLocalizedDescription=Download failed due to not being scheduled or the download of the whole resource was not able to complete in the time allowed. (Asset download for com.apple.MobileAsset.MobileSoftwareUpdate.MacUpdateBrain 74f653d0c901e1eb178003ebb7ca5286b8b0f1db); checkTimeoutConditions=true}}}}; SUMacControllerErrorIndicationsDescription=-> Network access is required.} timestamp:2025-10-06T03:52:00-05:00
MBP-GTJXD6C9H9, 3b1050cb-e5d5-423e-ab07-9fd9bfba5422, 2025-11-14T14:50:23.831, macOS 15.7.2, success, , , count:0 reason:Error Domain=SUMacControllerError Code=7749 "[SUMacControllerErrorCommitStashInvalidState=7749] Access control was denied; but no prepare is available for committing the stash (prepared update for another client): [SUMacControllerError:7507]" UserInfo={NSLocalizedDescription=Unable to save user credentials for software update at this time.; SUMacControllerErrorIndicationsMask=0; NSDebugDescription=[SUMacControllerErrorCommitStashInvalidState=7749] Access control was denied; but no prepare is available for committing the stash (prepared update for another client): [SUMacControllerError:7507]; NSUnderlyingError=0x8d0ab4480 {Error Domain=SUMacControllerError Code=7507 "[SUMacControllerErrorAccessRequestDenied=7507] Context (softwareupdated) already has control; but priority downgrades are not allowed (current:ClientInitiated requesting:Background)" UserInfo={NSDebugDescription=[SUMacControllerErrorAccessRequestDenied=7507] Context (softwareupdated) already has control; but priority downgrades are not allowed (current:ClientInitiated requesting:Background); NSLocalizedDescription=The software update request for this process was denied as another process is currently performing an operation. Please try again later.}}} timestamp:2025-11-13T08:59:49-06:00
MBP-H4TJ10A1Q7H6, 7d51835d-3eb0-498b-a61c-6a8374debd99, 2025-11-09T23:52:51.954, macOS 15.7.2, success, , , count:0 reason:Error Domain=SUMacControllerError Code=7507 "[SUMacControllerErrorAccessRequestDenied=7507] Context (softwareupdated) already has control; but priority downgrades are not allowed (current:ClientInitiated requesting:Background)" UserInfo={NSDebugDescription=[SUMacControllerErrorAccessRequestDenied=7507] Context (softwareupdated) already has control; but priority downgrades are not allowed (current:ClientInitiated requesting:Background); NSLocalizedDescription=The software update request for this process was denied as another process is currently performing an operation. Please try again later.} timestamp:2025-11-09T15:43:43-05:00
MBP-YM32PRW6JQ, e2858fab-b34f-4f59-9158-11e0f93d66fd, 2026-01-22T07:45:10.661, macOS 15.7.2, success, , , count:2 reason:Error Domain=SUMacControllerError Code=7701 "[SUMacControllerErrorDownloadNoDescriptorProvided=7701] No descriptor provided on event info object" UserInfo={SUMacControllerErrorLocalizedTitle=Unable to download software update; NSLocalizedDescription=Try again or contact Apple Support for assistance.; NSDebugDescription=[SUMacControllerErrorDownloadNoDescriptorProvided=7701] No descriptor provided on event info object} timestamp:2025-11-18T10:57:40+05:30
MBP-T905YH27HR, 8fc78fe0-bd80-4d38-ab4e-9e460dc74de1, 2026-01-23T15:04:01.28, macOS 15.7.2, success, , , count:1 reason:Error Domain=SUMacControllerError Code=7701 "[SUMacControllerErrorDownloadNoDescriptorProvided=7701] No descriptor provided on event info object" UserInfo={SUMacControllerErrorLocalizedTitle=Unable to download software update; NSLocalizedDescription=Try again or contact Apple support for assistance.; NSDebugDescription=[SUMacControllerErrorDownloadNoDescriptorProvided=7701] No descriptor provided on event info object} timestamp:2025-11-25T12:07:20-05:00
MBP-W4MY73L4XQ, 5c22915e-d32f-4d1d-93d0-2000242752bb, 2026-01-22T14:41:19.067, macOS 15.7.2, success, , , count:1 reason:Error Domain=SUMacControllerError Code=7706 "[SUMacControllerErrorDownloadSFRFailed=7706] Failed to perform SFR update download operation: [SUCoreError(MobileAsset):kSUCoreErrorAssetDownloadFailed(8700)_1_com.apple.MobileAssetError.Download(MobileAssetDownload):MADownloadTimedOutResource(53)|NetworkRequired|]" UserInfo={SUMacControllerErrorIndicationsSummary=|NetworkRequired|; SUMacControllerErrorLocalizedTitle=Unable to download software update; NSDebugDescription=[SUMacControllerErrorDownloadSFRFailed=7706] Failed to perform SFR update download operation: [SUCoreError(MobileAsset):kSUCoreErrorAssetDownloadFailed(8700)_1_com.apple.MobileAssetError.Download(MobileAssetDownload):MADownloadTimedOutResource(53)|NetworkRequired|]; NSLocalizedDescription=macOS system content could not be downloaded. Make sure you’re connected to the internet and try again; or contact Apple support for assistance.; SUMacControllerErrorIndicationsMask=1; NSUnderlyingError=0x8d0c9cff0 {Error Domain=SUCoreError Code=8700 "[kSUCoreErrorAssetDownloadFailed] failed to download asset" UserInfo={NSLocalizedDescription=[kSUCoreErrorAssetDownloadFailed] failed to download asset; NSUnderlyingError=0x8d0c9e310 {Error Domain=com.apple.MobileAssetError.Download Code=53 "Download failed due to not being scheduled or the download of the whole resource was not able to complete in the time allowed. (Asset download for com.apple.MobileAsset.SFRSoftwareUpdate ace53fabc66caffc4c774e16d44b9e8f8cc04d3c)" UserInfo={NSLocalizedDescription=Download failed due to not being scheduled or the download of the whole resource was not able to complete in the time allowed. (Asset download for com.apple.MobileAsset.SFRSoftwareUpdate ace53fabc66caffc4c774e16d44b9e8f8cc04d3c); checkTimeoutConditions=true}}}}; SUMacControllerErrorIndicationsDescription=-> Network access is required.} timestamp:2026-01-20T06:18:49-06:00
MBP-FPY9WYX6KL, 63c5fcc5-57e0-4cd8-ba5d-3bd3b95565a2, 2025-10-06T02:00:42.512, macOS 15.7.3, success, , , count:0 reason:Error Domain=SUMacControllerError Code=7507 "[SUMacControllerErrorAccessRequestDenied=7507] Access request was denied" UserInfo={NSDebugDescription=[SUMacControllerErrorAccessRequestDenied=7507] Access request was denied; NSLocalizedDescription=The software update request for this process was denied as another process is currently performing an operation. Please try again later.} timestamp:2025-09-21T18:04:36-07:00
MBP-LCX3VCJ432, d7f51e01-9ffe-4f55-a5ad-1583797f42c6, 2025-11-14T23:07:47.968, macOS 15.6, success, , , count:1 reason:Error Domain=SUMacControllerError Code=7507 "[SUMacControllerErrorAccessRequestDenied=7507] Access request was denied" UserInfo={NSDebugDescription=[SUMacControllerErrorAccessRequestDenied=7507] Access request was denied; NSLocalizedDescription=The software update request for this process was denied as another process is currently performing an operation. Please try again later.} timestamp:2025-11-14T18:07:40-05:00
MBP-H4XYF7WJ76, f493f04b-14e8-4ae2-876e-d5edda8bfb22, 2025-10-08T13:55:56.759, macOS 15.7.2, success, , , count:0 reason:Error Domain=SUMacControllerError Code=7507 "[SUMacControllerErrorAccessRequestDenied=7507] Access request was denied" UserInfo={NSDebugDescription=[SUMacControllerErrorAccessRequestDenied=7507] Access request was denied; NSLocalizedDescription=The software update request for this process was denied as another process is currently performing an operation. Please try again later.} timestamp:2025-10-06T23:37:16-04:00
MBP-H4HWC2NQWL, 82cef9cc-3202-4a56-99b7-5697164bf45f, 2025-11-06T16:53:17.515, macOS 15.7.3, success, , , count:0 reason:Error Domain=SUMacControllerError Code=7507 "[SUMacControllerErrorAccessRequestDenied=7507] Access request was denied" UserInfo={NSDebugDescription=[SUMacControllerErrorAccessRequestDenied=7507] Access request was denied; NSLocalizedDescription=The software update request for this process was denied as another process is currently performing an operation. Please try again later.} timestamp:2025-10-16T20:13:03-05:00
MBP-RRQM27N3G3, 00ef2166-97b3-4653-8307-51d4576e8040, 2026-01-19T14:05:17.869, macOS 15.7.2, success, , , count:4 reason:Error Domain=SUMacControllerError Code=7507 "[SUMacControllerErrorAccessRequestDenied=7507] Context (softwareupdated) already has control; but priority downgrades are not allowed (current:ClientInitiated requesting:Background)" UserInfo={NSDebugDescription=[SUMacControllerErrorAccessRequestDenied=7507] Context (softwareupdated) already has control; but priority downgrades are not allowed (current:ClientInitiated requesting:Background); NSLocalizedDescription=The software update request for this process was denied as another process is currently performing an operation. Please try again later.} timestamp:2026-01-19T09:05:10-05:00
MBP-JY1WQY2K29, b076e30c-4373-4fd1-9e99-35b5e3c80894, 2026-01-22T15:42:16.917, macOS 15.7.2, success, , , count:1 reason:Error Domain=SUMacControllerError Code=7701 "[SUMacControllerErrorDownloadNoDescriptorProvided=7701] No descriptor provided on event info object" UserInfo={SUMacControllerErrorLocalizedTitle=Unable to download software update; NSLocalizedDescription=Try again or contact Apple support for assistance.; NSDebugDescription=[SUMacControllerErrorDownloadNoDescriptorProvided=7701] No descriptor provided on event info object} timestamp:2026-01-05T11:07:26-05:00
MBP-CC76CP70HQ, 60a70244-28ad-46a9-b0ac-aeb11f202853, 2026-01-21T22:41:00.191, macOS 15.7.2, success, , , count:1 reason:Error Domain=SUMacControllerError Code=7700 "[SUMacControllerErrorDownloadFailed=7700] Failed to perform Download operation: [SUCoreError(MobileAsset):kSUCoreErrorAssetDownloadFailed(8700)_1_com.apple.MobileAssetError.Download(MobileAssetDownload):MADownloadTimedOutResource(53)|NetworkRequired|]" UserInfo={SUMacControllerErrorIndicationsSummary=|NetworkRequired|; SUMacControllerErrorLocalizedTitle=Unable to download software update; NSDebugDescription=[SUMacControllerErrorDownloadFailed=7700] Failed to perform Download operation: [SUCoreError(MobileAsset):kSUCoreErrorAssetDownloadFailed(8700)_1_com.apple.MobileAssetError.Download(MobileAssetDownload):MADownloadTimedOutResource(53)|NetworkRequired|]; NSLocalizedDescription=macOS could not be downloaded. Make sure you’re connected to the internet and try again; or contact Apple support for assistance.; SUMacControllerErrorIndicationsMask=1; NSUnderlyingError=0x894e385a0 {Error Domain=SUCoreError Code=8700 "[kSUCoreErrorAssetDownloadFailed] failed to download asset" UserInfo={NSLocalizedDescription=[kSUCoreErrorAssetDownloadFailed] failed to download asset; NSUnderlyingError=0x894e39e60 {Error Domain=com.apple.MobileAssetError.Download Code=53 "Download failed due to not being scheduled or the download of the whole resource was not able to complete in the time allowed. (Asset download for com.apple.MobileAsset.MacSoftwareUpdate 680b72b9fd756e24ed1f01fa07ec171a0ff02a1d)" UserInfo={NSLocalizedDescription=Download failed due to not being scheduled or the download of the whole resource was not able to complete in the time allowed. (Asset download for com.apple.MobileAsset.MacSoftwareUpdate 680b72b9fd756e24ed1f01fa07ec171a0ff02a1d); checkTimeoutConditions=true}}}}; SUMacControllerErrorIndicationsDescription=-> Network access is required.} timestamp:2026-01-21T15:40:53-07:00
MBP-HXHPV95K42, ff2da823-932b-4b18-9a19-75658b946a07, 2025-11-10T15:00:07.03, macOS 15.7.2, success, , , count:0 reason:Error Domain=SUMacControllerError Code=7507 "[SUMacControllerErrorAccessRequestDenied=7507] Access request was denied" UserInfo={NSDebugDescription=[SUMacControllerErrorAccessRequestDenied=7507] Access request was denied; NSLocalizedDescription=The software update request for this process was denied as another process is currently performing an operation. Please try again later.} timestamp:2025-10-29T09:01:22-04:00
MBP-G6KM6D4QTH, 52589fcb-9d91-4bdf-a7c5-dd52f066658f, 2026-01-23T14:35:17.205, macOS 15.7.2, success, , , count:59 reason:Error Domain=SUMacControllerError Code=7507 "[SUMacControllerErrorAccessRequestDenied=7507] Context (softwareupdated) already has control; but priority downgrades are not allowed (current:ClientInitiated requesting:Background)" UserInfo={NSDebugDescription=[SUMacControllerErrorAccessRequestDenied=7507] Context (softwareupdated) already has control; but priority downgrades are not allowed (current:ClientInitiated requesting:Background); NSLocalizedDescription=The software update request for this process was denied as another process is currently performing an operation. Please try again later.} timestamp:2026-01-23T06:35:09-08:00
MBP-N2LK4RP6X7, 090abafd-35dd-4e4f-996d-94cea86af8f0, 2026-01-23T14:49:09.283, macOS 15.7.2, success, , , count:1 reason:Error Domain=SUMacControllerError Code=7701 "[SUMacControllerErrorDownloadNoDescriptorProvided=7701] No descriptor provided on event info object" UserInfo={SUMacControllerErrorLocalizedTitle=Unable to download software update; NSLocalizedDescription=Try again or contact Apple support for assistance.; NSDebugDescription=[SUMacControllerErrorDownloadNoDescriptorProvided=7701] No descriptor provided on event info object} timestamp:2025-11-25T12:11:30-05:00
MBP-HQM1VP74T7, 26334440-7ba7-4f7c-bd2a-db0afb96cee2, 2026-01-05T22:04:56.44, macOS 26.2, success, , , count:0 reason:Error Domain=SUMacControllerError Code=7749 "[SUMacControllerErrorCommitStashInvalidState=7749] Access control was denied; but no prepare is available for committing the stash (prepared update for another client): [SUMacControllerError:7507]" UserInfo={NSLocalizedDescription=Unable to save user credentials for software update at this time.; SUMacControllerErrorIndicationsMask=0; NSDebugDescription=[SUMacControllerErrorCommitStashInvalidState=7749] Access control was denied; but no prepare is available for committing the stash (prepared update for another client): [SUMacControllerError:7507]; NSUnderlyingError=0xa1804e8e0 {Error Domain=SUMacControllerError Code=7507 "[SUMacControllerErrorAccessRequestDenied=7507] Context (softwareupdated) already has control; but priority downgrades are not allowed (current:ClientInitiated requesting:Background)" UserInfo={NSDebugDescription=[SUMacControllerErrorAccessRequestDenied=7507] Context (softwareupdated) already has control; but priority downgrades are not allowed (current:ClientInitiated requesting:Background); NSLocalizedDescription=The software update request for this process was denied as another process is currently performing an operation. Please try again later.}}} timestamp:2026-01-05T19:04:49-03:00
MAC-P2RX91PD97, d4f310fc-53f0-427f-942f-8be8c0fbc64c, 2025-12-05T00:40:08.132, macOS 15.7.2, success, , , count:7 reason:Error Domain=SUMacControllerError Code=7701 "[SUMacControllerErrorDownloadNoDescriptorProvided=7701] No descriptor provided on event info object" UserInfo={SUMacControllerErrorLocalizedTitle=Unable to download software update; NSLocalizedDescription=Try again or contact Apple support for assistance.; NSDebugDescription=[SUMacControllerErrorDownloadNoDescriptorProvided=7701] No descriptor provided on event info object} timestamp:2025-11-25T14:55:04+01:00
MBP-H4TJ10GVQ7H6, da3f8a72-2413-4627-8b59-0d75a0495081, 2025-11-26T12:40:46.608, macOS 15.7.3, success, , , count:0 reason:Error Domain=NSURLErrorDomain Code=-1009 "The Internet connection appears to be offline." UserInfo={_kCFStreamErrorCodeKey=50; _NSURLErrorFailingURLSessionTaskErrorKey=LocalDataTask <0CB1D894-68FF-43DD-9033-A734871CA8D7>.<1>; NSUnderlyingError=0x8feb09a10 {Error Domain=kCFErrorDomainCFNetwork Code=-1009 "(null)" UserInfo={CLEANED_FOR_XPC__NSURLErrorNWResolutionReportKey=<CLEANED_FOR_XPC>Resolved 0 endpoints in 0ms using unknown from cache; _kCFStreamErrorCodeKey=50; _kCFStreamErrorDomainKey=1; CLEANED_FOR_XPC__NSURLErrorNWPathKey=<CLEANED_FOR_XPC>unsatisfied (No network route)}}; _NSURLErrorRelatedURLSessionTaskErrorKey=(     "LocalDataTask <0CB1D894-68FF-43DD-9033-A734871CA8D7>.<1>" ); NSLocalizedDescription=The Internet connection appears to be offline.; _kCFStreamErrorDomainKey=1; NSErrorFailingURLKey=https://gianteagle.jamfcloud.com/mdm/CheckInURL?invitation=260388728567805594879338958967119302935; NSErrorFailingURLStringKey=https://gianteagle.jamfcloud.com/mdm/CheckInURL?invitation=260388728567805594879338958967119302935} timestamp:2025-11-25T11:59:59-05:00
MBP-V0FMWRV0H4, e6fdaa07-7017-41dc-bb57-11682cd34541, 2026-01-19T19:42:30.836, macOS 15.7.3, fail, 51a8a629-def3-4f95-922d-051c5ba7f7c4, Error.MissingConfigurations, count:0 reason:Error Domain=SUMacControllerError Code=7507 "[SUMacControllerErrorAccessRequestDenied=7507] Context (softwareupdated) already has control; but priority downgrades are not allowed (current:ClientInitiated requesting:Background)" UserInfo={NSDebugDescription=[SUMacControllerErrorAccessRequestDenied=7507] Context (softwareupdated) already has control; but priority downgrades are not allowed (current:ClientInitiated requesting:Background); NSLocalizedDescription=The software update request for this process was denied as another process is currently performing an operation. Please try again later.} timestamp:2026-01-19T20:42:24+01:00
MAC-KTCYX6K7XV, 68f70f41-bafa-484c-aebd-0f534c8c5deb, 2026-01-23T16:07:10.349, macOS 26.2, success, , , count:14 reason:Error Domain=SUMacControllerError Code=7701 "[SUMacControllerErrorDownloadNoDescriptorProvided=7701] No descriptor provided on event info object" UserInfo={SUMacControllerErrorLocalizedTitle=Unable to download software update; NSLocalizedDescription=Try again or contact Apple support for assistance.; NSDebugDescription=[SUMacControllerErrorDownloadNoDescriptorProvided=7701] No descriptor provided on event info object} timestamp:2026-01-23T08:28:27-05:00
MAC-P52H6N977Q, 1fa5b382-a325-4170-968b-bbfc8fc2e224, 2025-10-28T17:41:27.964, macOS 15.7.2, success, , , count:0 reason:Error Domain=SUMacControllerError Code=7507 "[SUMacControllerErrorAccessRequestDenied=7507] Access request was denied" UserInfo={NSDebugDescription=[SUMacControllerErrorAccessRequestDenied=7507] Access request was denied; NSLocalizedDescription=The software update request for this process was denied as another process is currently performing an operation. Please try again later.} timestamp:2025-10-08T14:44:45-04:00
MBP-H4TJ10KQQ7H6, 4fd5465e-219a-4a93-a107-5ccea86b08e8, 2025-11-10T03:55:43.383, macOS 15.7.2, success, , , count:0 reason:Error Domain=SUMacControllerError Code=7507 "[SUMacControllerErrorAccessRequestDenied=7507] Context (softwareupdated) already has control; but priority downgrades are not allowed (current:ClientInitiated requesting:Background)" UserInfo={NSDebugDescription=[SUMacControllerErrorAccessRequestDenied=7507] Context (softwareupdated) already has control; but priority downgrades are not allowed (current:ClientInitiated requesting:Background); NSLocalizedDescription=The software update request for this process was denied as another process is currently performing an operation. Please try again later.} timestamp:2025-11-09T13:56:02-05:00
MBP-HQMMWGXYF6, 482adaee-42ce-4cc6-9a92-5bb6e724f205, 2026-01-22T20:43:32.924, macOS 15.7.2, success, , , count:1 reason:Error Domain=SUMacControllerError Code=7507 "[SUMacControllerErrorAccessRequestDenied=7507] Access request was denied" UserInfo={NSDebugDescription=[SUMacControllerErrorAccessRequestDenied=7507] Access request was denied; NSLocalizedDescription=The software update request for this process was denied as another process is currently performing an operation. Please try again later.} timestamp:2025-11-11T19:42:53-05:00
MBP-XJJYD0GF6N, 225d2240-b023-406e-b773-0dda7201dd4a, 2025-11-13T18:14:08.112, macOS 15.7.2, success, , , count:0 reason:Error Domain=SUOSUErrorDomain Code=0 "(null)" timestamp:2025-11-12T13:46:40+05:30
MBP-GKG0WVPQWQ, 9e9846c0-60be-44e8-9e58-713da8fdce69, 2025-11-06T16:30:34.609, macOS 26.2, success, , , count:0 reason:Error Domain=SUMacControllerError Code=7507 "[SUMacControllerErrorAccessRequestDenied=7507] Access request was denied" UserInfo={NSDebugDescription=[SUMacControllerErrorAccessRequestDenied=7507] Access request was denied; NSLocalizedDescription=The software update request for this process was denied as another process is currently performing an operation. Please try again later.} timestamp:2025-10-06T07:38:09-04:00
